achievement_count,athlete_count,athlete.id,athlete.resource_state,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_latlng1,end_latlng2,external_id,flagged,from_accepted_tag,gear_id,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,manual,map.id,map.resource_state,map.summary_polyline,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,start_date,start_date_local,start_latlng1,start_latlng2,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,average_heartrate,average_watts,device_watts,kilojoules,max_heartrate,workout_type
0,2,65231186,1,4.3128,0,FALSE,TRUE,9.6169,8801,692.5,259.6,34.452538,-119.59086,35250D71-059F-4FEF-B954-A7E1B81D4D26.fit,FALSE,FALSE,g8567301,TRUE,FALSE,FALSE,4747521396,4,FALSE,a4747521396,2,m_hqEdr|xUo@@a@o@k@LMMO@YLq@l@gCdAUPEL@CkB`A{Bf@MFB?{@@Kd@YEQLi@B{@f@WFMC?mAIa@Se@u@_A{AeAY]@QHQb@QnC\t@l@hB|@t@i@l@UROHULaANQ^SP{@XOn@OTW?_@I]w@_AMa@?k@b@u@HUEW]}@C[LUr@s@z@MVWES[k@K[GuBi@{@@}@CcAHkAPIx@GvAw@n@Ld@@n@Pb@Ab@QPc@]q@k@i@QYSi@Cg@JW`BoAL[ASaBiAq@U[]K_@RmAEa@S[u@[SUKWEu@MYII_A?_AkAm@qAYUa@KWJUVOn@IRm@bAQA_@c@QIYLMXo@bCSbA_A\e@d@a@x@OdAIVs@z@}@PKXUdAULWBuAUo@h@gAFi@h@aAr@A\Xz@RXzAvANXD\IXaA`B_@~@s@`@IhAFlASTsChB_@HYOk@aAo@g@aA_@]Bq@e@a@?EZCnBEZKNa@LkA`AGPE`AU`A[D]A_@Ou@k@g@AOHUf@w@Nk@b@aBn@UPOR@BsAJmAl@o@m@WIaBHc@Ay@k@]Mu@C_AFYGWOQYE[BoAIeCDaAMmCU]u@Ek@i@[GKHATVhA@TMn@i@p@g@z@WBs@GYFV`DIbAL`AEf@QRUDyBY[F@TRr@Hd@Qn@OLIT@jAW\o@f@_@n@m@BKFEP?t@K\k@p@sAt@GP?\DIABdAd@\VJRNhALLL@^YDUjA{@Ra@Rw@LQrA[p@WSGcAAo@O{@Gp@UvAS^QjAQ\H\n@RN[eC@a@BS`@]l@eAh@e@Tc@XKx@GDGAYJSAETRRFN@DG~@lAPNhAF`@EBB?RZDBRTBTLVC`@Zp@FTd@CABAJh@HNHB~@GxAa@l@ANI?GCC@DTIVDVV?MLACLl@IhAD\Op@@\Gv@RZ?b@GPo@v@QVSl@Ph@O|@Bp@b@n@CjATzAd@x@Jj@Ax@b@^BdAZt@C`A^j@HJEDIJ{@b@sABc@NNZ?PGZYHLD@d@QCIKh@B^V\~@n@hAhAP^H^?bAFLPDPEn@e@v@KJO\JJa@FI`A?xBi@xAq@p@u@`AW|BwAh@Ff@QHDR`@VH\CFQ,8.64,8028,Beef livers,0,0,FALSE,2,2021-02-06T15:05:39Z,2021-02-06T07:05:39Z,34.452554,-119.590904,(GMT-08:00) America/Los_Angeles,465.2,0,FALSE,Hike,5067287197,5067287197,-28800,everyone,123.9,NA,NA,NA,153,NA
0,3,65231186,1,4.1328,0,FALSE,TRUE,11.3929,12866,1553.3,1038.8,34.533822,-119.182156,22291D5E-904C-44E1-92CD-4B4B9BFBFF45.fit,FALSE,FALSE,g8567301,TRUE,FALSE,FALSE,4713988399,5,FALSE,a4713988399,2,_nwqEjymvUCCIJG^P|@C~AL|@LXRHt@OR@NTA`@IXu@dBQPSDOI]i@i@c@Q_@c@sAMOM?S`@Cb@VlB?h@YpACh@D\RXj@Tj@BJJLXJx@Xl@CPM\{@fAIRHZh@bAArA@`@Hj@V`AKvBBvEAvB@Nf@l@RhATTl@|AJP`@Fb@?@Gd@FdA@VHPRN^F`@PKrA@lBl@r@AXQh@gAhA}@v@cApAyAzAJ~@TrB~@\T^C\Qb@o@xAm@b@_@pAe@T]r@q@\}@NKPZZbBd@l@l@TrBFdARzAdAj@r@RN^g@\m@b@Ut@KvEJZMP_@CcBXyALgAxAyCR{@JcEA_@A@@{@@KJE@o@b@aCHqBBwB_@_F@i@PcAjAiDHq@Ck@YyA?qAMoA?oAPm@v@_AJ_@B_@I}AHeDOy@a@cAG]A{@F}AAgA[gE?Ya@g@VAIUB?C}@GQU[I[Eg@?y@Km@cAaBIk@BWVk@p@k@v@iATk@Ps@@c@O_BLyA?e@]}ACu@JIt@Cj@St@q@L]GVFHgAHI\KLWFm@?ONAPBb@^hBA\K`AJnCKl@]bAi@x@u@p@Ud@I\?PFTfAnBHd@D~AJXZf@BVt@vIA`AK~A@`ADTb@dALt@MbDH|AEb@K^o@t@KTK|@Az@PtAAhAZ|AB`@Ij@eA~CW~A@bA\hE?`CI`Bq@lDKfHMl@i@z@s@dBMhAQt@Kv@D~AKRMHUB}AK{AAiAJa@Nq@`AYRs@}@yAcAyAYmBKe@Q_@a@e@aBSWOHc@x@eAbAuAn@sBpAk@l@[Nc@Ag@[gBs@mAUu@GWBUP}BlCy@j@y@pAQFk@BaBq@cBCYS]k@UK}@GeB@SKm@wAOSE@]{Ae@u@AuEEsBLeC]yAGu@@sAKY_@k@GUHS^]R]R_@H][s@O{@GM]S_AOUSISAYBg@V_ADYA[[wBFa@La@JCLH\jAXn@h@d@`@j@NFXM`AeBPo@AWIS]I{@RMGKMKs@@gBQs@A_@FY^m@Ry@RMn@IRMn@uADYg@_B]uAO_@i@m@oBqAKSC[@w@IgA@_@DUXKPWF_@ESk@c@q@eAKE}@QiAAkA_@uAO@R?K,8.28,9926,A 6-island kind of day. Also snow. ,0,0,FALSE,2,2021-01-31T16:39:02Z,2021-01-31T08:39:02Z,34.531687,-119.187577,(GMT-08:00) America/Los_Angeles,554.2,0,FALSE,Hike,5032472552,5032472552,-28800,everyone,141.5,NA,NA,NA,179,NA
13,2,65231186,1,11.97,0,FALSE,TRUE,13.6411,5143,123.2,27.6,34.416591,-119.718828,9686958D-C9F0-46AA-9D20-80A50103095C,FALSE,FALSE,b9263606,TRUE,FALSE,FALSE,4643117206,3,FALSE,a4643117206,2,adaqEdvuyUuCnEIb@n@lA|L~MlBjDdDnCt@~AV`A^`Ft@pDZnKfA|ERlET|AZ~@NQUAJXFWIMIHFZjAw@`@mA^z@t@g@XbBbA}@Ev@JBpAaCSi@PREVHJh@N?ZZ_@JF[j@`@QHJa@l@h@c@PF?Zs@XDRVD~AgA@eAJ_@K[Dq@h@CSlALRNyBb@O~@hBmA~Au@d@@b@g@z@@TTJPq@|@u@|@sANw@f@?C|@q@`A@b@VZ?Rw@l@^p@?p@e@d@eBXa@^i@c@IPPdFjAvGb@rADr@SOCJRpAY?K]KZf@vBd@b@ZK~DyDl@y@CMIn@m@xApAm@\hApBfAhAgAtBv@p@KRo@nA{GKo@e@Pe@]IQFaA_@YL_AOs@\kB}@gBPi@M{@Q@YfAi@PBoC}Av@ReAi@wAK@LbAY^Fi@SJCg@c@u@K?Fp@]TO{@_ASExBHn@Ev@OJB}@USTw@]_@DUSm@Ng@QUSp@M~BkAjBm@f@iCh@wAaAyAe@a@i@e@HeBvBcAxCmAbCQdBKHUSIg@R}AfAmCNsBh@oAz@u@f@I@Yf@m@vAgDh@IJf@T_@JBYj@n@C_@Z?Vh@g@LHAZo@NJ`@hB_ARkBGkAh@ESnARLJyBd@Kz@fBsAfBe@RGl@g@t@F`@VCJk@zBiCFq@\MPNEr@k@v@Cb@Xz@u@f@?NTHr@{@d@kAXeBP`AQf@Rd@E\\TUz@VTGz@TUB{@GwC`ALR|@XQGy@H?d@x@Dj@NOBJKXPALe@Ow@HE\p@Lr@Wt@JHv@_@\[GpCp@[`AwDvAElA`Bb@xAAl@Y\wBC_@y@g@EB[Uq@c@nAe@PIML}BMGS^_AVTq@O}@e@k@Nx@[l@Fc@QHIs@i@u@Dt@]XQ}@cAMAvBHd@E`AMJ@y@UYT}@YS@_@a@k@y@tAm@v@Jt@K`@k@b@oAR_@^_EoBm@o@g@LqA~AwAzDy@pAa@xAAv@a@QEcAZ{AfAgCJuDt@eC]?{@t@f@aBcAh@Ni@Eg@ULMf@Wa@@_@W{@@}AmAsG_@mCKwGaAcHOoEg@_Bo@aAuC_CkB{CsO}PRq@tCkE,38.519999999999996,4103,For the love of llamas 🦙 ,0,4,FALSE,2,2021-01-18T18:28:00Z,2021-01-18T10:28:00Z,34.416543,-119.718792,(GMT-08:00) America/Los_Angeles,283.7,0,FALSE,Ride,4958735188,4958735188,-28800,everyone,159.7,100,FALSE,410.3,190,10
0,1,65231186,1,4.5648,0,FALSE,TRUE,11.8444,10923,677.4,264.7,34.461726,-119.711009,C9B73D99-FD89-462B-91C1-C017AE947F15.fit,FALSE,FALSE,g8567301,TRUE,FALSE,FALSE,4631560162,3,FALSE,a4631560162,2,wxiqE~`tyUeDVq@\sBjCaB^gBpBkA\eAuAu@iBYeBu@}@MEiAf@aAKgAZKeAZ}BSaBq@eAkARqAq@^{AAw@a@y@w@m@Cq@Qq@cAaAc@mAcAd@kA~@e@BAc@`@oA@yBg@w@y@ECw@}@i@q@mAiAg@DSv@QVq@@_@k@KKQn@mAAu@{@sBCyBGYa@]o@@e@m@q@BUwAk@e@HmBSyARs@c@eACYNYp@Gd@gBTWPRL|Ad@r@NBz@]CeAa@gACg@p@sC`@oAPSXL^xARBh@EPWE?e@a@ASn@Eh@e@|ANPRp@rBdAl@PIm@aASkCa@y@@iCJkAcAqAs@Y}@wC?QLIe@Js@r@uAP{@|@}B~Ac@c@y@]@]dBoAVc@@Ww@sBm@IcAcABuAUuAJ[EADBIJNxA@~AbAbA|@Vb@dBKp@y@x@q@XQ^xA`ATDtD}CpAObA}@hApDjA~@b@j@KjAEzBf@nA@~@Z~Ah@l@aBu@o@wBOO{AIQFQb@q@@?Vf@l@[Lq@I_@{A[KSRc@xAk@pC@n@\|@JbAiAZc@oAQqAWK[^c@fBi@AQN?j@d@~@C^IFi@o@[N@rAQbAVf@B`AUhAr@~AL|BUx@PXb@`Cb@f@e@XStBv@j@bBjBh@vA|AlALZ@dAPf@qBhBiAOcC?e@u@u@e@EFB\SNGl@g@Ig@]QHB|@v@p@Vf@?lAl@b@?zCmAxAMf@[X@x@MCIjAFVZLQPd@FKp@LzAbAMIZh@i@\?_@j@OvAm@|@CnAH^j@z@lAh@FdAh@h@Ep@D{@MKBM_@QCeAwAs@_@i@K]HsAj@}@J_BVg@_@Ae@v@?k@YVWEQ_BJu@e@BJO[]DkAJCFs@b@aAhAqALq@OgC_@EGKHoA}A}ABs@PEf@h@b@?Js@RSKm@|AbBd@XrDApBoBASH@b@wBnAo@f@?^z@IvBa@fAD`@XB`BmAn@WTB\lAp@b@Zd@?fAFRbAj@Zj@Bj@k@vAFh@XRn@DHThAa@v@x@NlBa@jBHpA`AW`AZb@c@f@Qj@Pd@h@\pBVv@x@tAJd@ZVpAu@vAsBdAJZKvCwDzAClAWLO,8.28,9339,Never not running into the guys,0,0,FALSE,2,2021-01-16T14:51:27Z,2021-01-16T06:51:27Z,34.461726,-119.71104,(GMT-08:00) America/Los_Angeles,643.9,0,FALSE,Hike,4946680844,4946680844,-28800,everyone,146.6,NA,NA,NA,184,NA
1,2,65231186,1,3.9960000000000004,0,FALSE,TRUE,5.849,6319,446.4,174.8,34.447891,-119.646755,3F4EDDC5-EB33-4522-9E66-05E924E06E19.fit,FALSE,FALSE,g8567301,TRUE,FALSE,FALSE,4601250663,1,FALSE,a4601250663,2,obgqEjngyUsAy@uAi@g@MQISWIe@EGYAQIY@UCMG_@Y[Gc@Oe@c@g@o@m@e@QYIg@EiCCSIMQKg@@g@Is@m@m@o@qBmAQSYk@e@k@i@c@i@i@_@UOMeB_CO[VWHEBSDDD@HIBS?c@EWKIUIEICu@Kq@DKJCDMGY]aAH?XJDAIq@@CF?BCHc@?QAQOc@DCN@DED]Ro@GUMIMAKFIKQAQ]G_@EIMGOCEIIGWEOIGMAIAB[oAGEM@UUGBCFI@i@C]KQYKGEFGPEBICMOA@M@o@WG@GFKTECUTM@CAIKCSCe@B}ACUISYOWCW?m@J[ASGw@m@m@_@i@o@Qa@AUBOLWJIEi@EUGQe@k@G}@_@a@KSGi@?KDMFGNGz@W|@c@f@OLGNSX_AhBsAC?HDVDbADd@EPIHKJUXyAN{AB}@Fa@t@cCLWHGNDh@b@JDJKTc@HEf@Ht@XNBPAPOh@oATu@HKDJDTHV@l@FVHJ^TTh@PRRJXF\ZJ@d@PhAINEJQHEGBGJMv@Oj@AXHz@AJIDY?MBWLMJMn@C\GPSVGLQzAILc@f@Ob@GVEp@Mt@IJSNq@`@UFQXWPUXB?QR[l@TTFJBNAb@DNPTr@d@JV@RCJGGO]c@~AAJFd@GV?PBLNZ?HHZTb@Nb@^d@N\Nn@Fj@Pl@A@Q@ED?HK\FQ@KA?Eb@QZCb@E@WANf@BRKt@ABIAAD@NH^[KI?D`@Xv@AHSLEL?JLVBNCt@FLb@NHt@CRSHGLG?KNER@TNXJLTLz@rANLXLJFb@d@x@r@\b@Th@HFvBvAdAbAZTXLr@?H@FDDHBPDjA@v@BXFP\f@b@^l@r@`@\?FbAPZXLD\@t@HRn@PTp@Zv@Vn@XfAp@JJAF,9,5269,Morning Hike,0,0,FALSE,2,2021-01-10T16:06:42Z,2021-01-10T08:06:42Z,34.447929,-119.646615,(GMT-08:00) America/Los_Angeles,325.9,0,FALSE,Hike,4915023119,4915023119,-28800,everyone,126.6,NA,NA,NA,174,NA
0,4,65231186,1,3.528,0,FALSE,TRUE,6.8968,11932,712.8,239.4,34.458664,-119.711417,A3DF8776-E4F0-43D6-95BA-7306CB0D5792.fit,FALSE,FALSE,g8567301,TRUE,FALSE,FALSE,4551309530,3,FALSE,a4551309530,2,ueiqEzbtyUeAY}@EYBw@TM?e@La@Hs@Da@Aa@KUOMQWq@IKIAW@u@PmAPuBNSHUPqA|Ag@d@_@PcAL_@\g@p@a@b@k@\[FQOs@mA?@E?Om@[u@a@sB]a@UQKEG@o@\a@JQ?k@Kw@\K@GY?y@BUPq@De@Cs@Iu@e@o@USO?_@La@?u@WUQBY^oAB[AMM]Yc@KIa@QMOCQ?o@I[W_@s@a@]qAOAQFo@`@cAv@UFO?@QRg@Po@BW?_@?o@Ig@GUKSOC[Di@NEDAE?B]TMNIVUrAKTWZi@`@e@j@KB{@MoABw@GQIU]i@k@OG?`@ABA?Yg@EWMKMCQ@SAOLCMSc@@KC@?D?CB?KWc@u@?J?IBA]KW@GFKFITDBCA@D[@ABKk@EGGEQFMLIBKH]GEBGJBASCUKK@ECUJG?UWMEKPGBCF@AC@Kb@MAc@NOIOBKAMKEGIAOI@A@Ig@GQ?UT@H@?@C}@j@GJ@@GB@HKHOJg@JSRKAGBCH?NKF@d@ECOJe@PMJMl@Ul@?B@?On@ATB^@^AE?CKHKXGHHVSJM^SN@BCDKAIBMd@?BB@ECTk@JKP@HCPc@NO?EEECKL_@PUCu@Bg@NUEETi@BSNc@HG^EJGFKCK@GJWF??KBIDAR?FEFKJCRCLE^k@PMPWTIDQLITDX?BB@JRHTV^A?ALJHCHIF@TILc@NMRCJB?JF?JLAG?DB?NM@BDBFED?VNJAJKZHJANOHCJOJAFFBFJbAFLPBXT^HFFF?JH\FVPPDFLRHJ@LOLEHBJ?JTHBDC@GA[V`@ZRVb@TLJ@JEPFPBbAE~@FNEj@i@fAmAVaBXa@TS\M^IT?HFLTFT@TE|AI\Yr@?NDLLDTEzAeAJI@@NKLCR@FJJv@FNp@ZZh@DRCt@DRLPd@NJHPTLZBPC^c@vA?LBLNLj@TPDZAf@QP@LLb@p@Hj@D|@Gd@Y~@@r@L^DBLAb@UNEJ@\JVA^Kj@[VHXVLRJ^VzArAtCLRNJT@TERGZQjAeBNMRGl@CXKx@q@rAkBPKp@CtAK`AU~@KRAH@HHXp@RR\Ph@JX@p@IrCm@VCr@BRFh@X,8.28,7037,Rock Hoppin Potatoes,0,0,FALSE,2,2021-01-01T19:29:47Z,2021-01-01T11:29:47Z,34.458674,-119.711335,(GMT-08:00) America/Los_Angeles,528.9,0,FALSE,Hike,4862598850,4862598850,-28800,everyone,133.2,NA,NA,NA,180,NA
3,2,65231186,1,4.5108,0,FALSE,TRUE,13.238700000000001,11349,1083.6,352,34.552602,-119.956763,694816C4-9102-419A-910E-A28ED53A0BE9.fit,FALSE,FALSE,g8567301,TRUE,FALSE,FALSE,4546030443,3,FALSE,a4546030443,2,op{qElad{UHU\I`@m@lAu@f@g@j@@`Aq@`AOp@i@x@[rBArBXp@Z|@dAzAt@^BZEv@i@v@Sz@Nn@MjAHHOCFDFZ?vBy@^y@fAo@~@Ct@N~BbALn@XZb@E\UHUr@UNBf@p@hCt@p@fAr@z@z@?TJx@lAPd@~A`BFWCa@e@}ABw@IgAJgA@{CGo@Mc@a@o@_@Yw@QJUr@e@J{@XXh@LfA|@l@jAn@n@Rd@dAFMt@FRlClCHp@LPJb@Fl@Cr@j@dAVvAPb@~@lAjBn@`BjB|@d@x@nBRPRKSe@Ei@CDAwAk@wAaBeDCaFJ[~AuA\Mh@?b@eAx@}@z@Ye@f@]r@y@nCy@fACh@NdBRXf@VlAdB\VjBL|@rAX`AlBzBRHvAHv@i@\I@G[QwAB_AcAgC{H]w@CWHYp@q@xAWdCw@oCxBM^@T^j@`CfB`Cb@_BkAWg@Ky@j@k@n@]~C]|@W~@m@p@MpAkAl@Qz@mAvAQHU@_@QyBn@lC?lADEJWFu@KwDr@gDRaDbBkAnCsE?oDZ_E[cBEy@Lk@TQDIa@P?|AGLI?P?TbBW|CCpEkCvEuAz@ORSxCu@dDJnDCt@Kf@ECEJNo@Gu@a@{AS[P`CEf@}ANu@nAs@TgAbAu@R_Al@}Et@{@h@e@h@L|@\f@xA|@}ASi@UwB_Ba@s@Le@~AkAn@s@eCr@sARe@Z[d@G\BJhDvJ~@`AxAAZPc@Fs@h@cBKqBeCY_AaAsAoBQaBoB}@y@QaB@c@~@qAn@aCf@aA`@e@{@T}@`Aa@|@oAXuApAOb@BjB?nBvAtCx@nBDfBVp@QFSUo@gBgAo@{AeBmBq@_AkAQa@WyAq@kAFk@E_@g@{BOYwBoBISJw@aAG[k@g@i@g@eAg@Yc@k@iAa@IDIt@k@\Q`@n@Nb@Vb@t@Ph@@|DGbAFhAC~@d@jB?b@e@s@_A_AiAgBiAAkA{BWUcA_@cAOc@m@SI_@F{@p@i@Ng@kAYYqBq@}@Mm@B{@b@w@fAsBdAaBOw@NiAQyB~@cC{@q@w@[SmCk@_CBsB`AcARw@r@s@BcBdAe@v@q@V,8.28,10563,✌️2020 (🚮🔥),0,0,FALSE,2,2020-12-31T16:21:01Z,2020-12-31T08:21:01Z,34.552562,-119.95687,(GMT-08:00) America/Los_Angeles,741.6,0,FALSE,Hike,4856991719,4856991719,-28800,everyone,136.5,NA,NA,NA,174,NA
15,4,65231186,1,12.06,0,FALSE,TRUE,13.693200000000001,5871,123.2,27.6,34.416639,-119.718826,0499BF37-F801-43A9-B8BA-7ECD716838D4,FALSE,FALSE,b9263606,TRUE,FALSE,FALSE,4526485153,5,FALSE,a4526485153,2,a{`qEzavyUkBjCa@`AlErFbAnBnD|CrA|BTfARxEp@hDLbBHvFvA`HXbFb@`B`AWj@qAf@|@v@g@DpAJPdAaACr@LJ~@cBVXZ_@H`@X_@FJWPCRj@G]^ARd@c@TLCPs@\HTV?|AcA@eAJ_@KaALQ^@SlAFPLGHsBZOPHr@zAsAjBk@XCl@g@v@J\TAJm@~@w@z@sADm@b@ONXIn@m@|@?d@Zf@s@f@CTTDPa@^Un@kB`@?Od@R\Cf@\PWv@VXKp@JFLa@GgA?gBLWZT^ALx@\SGu@JBb@v@@d@RQGh@RGH]IeAl@jABb@Wl@LFnAy@HTSlBFL`@IXe@n@oCLK`BBrAdCNz@Mf@SNuBI_@u@]CYgAc@dAa@PIKJqBMIuAj@RcAg@sAGCDbAW^F]UBCe@k@_AA|@[NMy@{@SIZA`BFtAGTKAFo@W_@Vs@YU@_@c@{@?Y@Zq@vAg@^Yr@kBvBo@Rm@GHdFpBtJBt@OQEPBl@P\]AK_@Il@f@jBh@`@b@UzDsDf@_A[lAa@r@tAg@T`Ax@r@x@XjAgA~Ap@bA?h@qC~@gDKgAi@Pk@i@F}@a@a@LeAOo@^aBy@cBE[R]Ow@MAa@nAa@JIQNqBKMU^cAVVm@AYg@sAK?LdA[\J_@SHIq@g@w@Bt@_@VQ}@}@QGzBJh@G~@MFDw@W[Tw@YS@g@_@m@?a@QpCaBjCc@VqARUV}@YHfFpAdH`@nA@t@OQEHBp@N`@]AI_@I`@h@xBh@^f@WnDkDh@s@?UYnA[z@pAk@VbAnBhApAgA~At@~@C^sBfA{EQs@c@Tc@]IQHy@a@c@NeAOk@\eB}@oBPg@Q_AKB]hAg@NGOPaBI_@uAz@EMTa@?[i@sAI?JbAY^Ha@UFAe@i@}@GBDp@]TKy@aAU?`BGVJh@E|@OJEQHa@WYT_A[QB]a@kALeA{AkB[L{BnC_CpAOEGUt@[?SSKg@d@BW\]k@J?QX_@MAQ^C[SOSJDh@Gc@WCcAjBFgAqAjAIYBsAUBi@h@_@iAORMz@q@XQ\QU]sADgA]uCuAgHOoH{@wFMiEYkAmAwBeCoB_CsDeOiPH_@~CwE,39.6,4087,A slow flop,0,5,FALSE,2,2020-12-27T18:08:39Z,2020-12-27T10:08:39Z,34.416408,-119.719167,(GMT-08:00) America/Los_Angeles,339,0,FALSE,Ride,4836249843,4836249843,-28800,everyone,162.2,112.3,FALSE,459,190,10
13,4,65231186,1,12.5244,0,FALSE,TRUE,17.627,7450,124.1,26.4,34.416619,-119.718831,7C077F67-63C3-4B2C-B829-EF659EDAAA81,FALSE,FALSE,b9263606,TRUE,FALSE,FALSE,4493391934,4,FALSE,a4493391934,2,adaqEtuuyUaDrEMZB^vN`P`BrCbDpCtAzBV|@PfFr@bE\xIxAlHP~A?dB^`CPAQ?BXJCBc@UB?^NABYKA?PNEPo@p@_@VgAd@dAv@o@LnBhAkAFHMt@LD~@iBZVC_@XAJh@^_@BLWNCRd@QDLYREZf@e@TRw@d@BTVFbBiA?iAJUIkAPOXBSnAPRL}BNMXBx@~AuAnBk@Z@`@k@`ADVRDNo@`Ay@`AuABk@`@OLLG~@m@t@?f@X^CRaBv@eARMh@HtAYECZwBkAy@Sk@q@g@Jo@l@}@~As@~BsAfCSr@@n@OHYg@@w@\{Az@kBRyBn@uAjAs@XrA]b@y@xBUnAmArAa@|A@n@MDSQI[Bo@Z{A~@qBRyBr@uAv@i@T@BYl@u@dAsBVq@L^?nARd@jD~BClCQBg@[GHDrDxAnI^nABr@QOCHBt@NZY@O_@Gl@f@jBd@^l@Y~D{D\m@CIg@dBSb@rAk@XdAnBfAjAeA`Bp@bAAZ_AF}@ZsALQZaBO{@_@Ru@]MWJt@Gu@PpBOdDMb@a@^{@He@MsANaBs@eAqAcF`F_@RYIU[c@cBHi@N\V@SqAFGJ@e@cCoAgHIqELGh@VLKK_DAHnA`AtAPRo@z@sAT}CVTOf@Rd@GZ^TU~@XTMp@HFNWG}AF[IkALS~@Z?n@HD\S?y@d@x@Fl@RKEb@LGJ_@My@HEf@zAC^Qd@bA[Z]FXUfBDPj@OdA{DbBG`AxAh@vBWl@q@FgAGk@cAk@NF`@r@|A_@|A@ZWj@Dc@XCB^Kp@`@j@Gz@j@f@h@OHt@i@rBAb@S`@OvA[x@eACwAm@mAfAoBkAYcAsAj@n@yAEKyEvE]NUM_@s@UgADm@P`@VAQc@Ai@TAEq@a@uAoAcHIcF}A{@_AEk@RoAEwBrF_AbBSt@At@[QIS@q@\aB~@qBL{DRcAb@cAMOOF{@t@f@{AeA^Pc@Gk@URANM@g@cB?kAWqC}A{H?iEiAcJEqCKiAa@eA}@wAmCsBsBkDiOiPD[`@s@|FqI`@\LAa@_@L_A{c@of@y@s@g@H{CzDwJdOa@GaKmKaAdAwA|B`@n@k@[Yh@`QfRn@\TOtSi[l@y@ZCr\d^,38.88,5066,Hey. Look at us!,0,5,FALSE,2,2020-12-19T22:09:31Z,2020-12-19T14:09:31Z,34.416652,-119.718802,(GMT-08:00) America/Los_Angeles,326.2,0,FALSE,Ride,4801246429,4801246429,-28800,everyone,159.6,100.6,FALSE,509.5,189,10
0,1,65231186,1,4.5468,0,FALSE,TRUE,6.3956,6862,21.8,-72.5,34.423424,-119.872732,6F5357A6-F15B-462E-A0C0-3B3291A9525C.fit,FALSE,FALSE,g8567330,TRUE,FALSE,FALSE,4469820483,3,FALSE,a4469820483,2,k{aqEf|szUp@k@j@]d@a@TIL@JJb@pAf@n@JHLD`@Dd@E|@_@jAw@h@m@PK|BEZDRJD\AlADvCCj@?hDBx@OvI@t@ChAE`A?p@EzB?|AIzA?fAIvC@\Ht@Pd@l@t@VTN^X^f@~@fA|AXd@RP\L`@VVH\BrAIn@Lh@?V@x@RPJ`@`@THPCrAk@b@E`A@vASTIbAu@l@{@zAeAl@i@lA}@v@y@|BcBhAmA\g@j@i@^Yl@o@v@cAp@q@n@aAd@UVQz@{@r@eARc@`AgBNa@Fq@B?BMBAF?BKH|@HImAoEmDmDJ??BGCOQIcAHUAUBYKOU}@OSCIAQBQOUG[?U@GBA?CUk@GGA@@WGQEGUKEGEcABBBZ]UGKScAO}AGsA@q@As@O}BAaAWmBQaAKo@GYM_@AKM?WVMFK@Y?I@[b@QLi@Do@Gq@FYAs@O_@MKCm@Fi@@ME_@WQE}@@i@Dm@Sg@Ia@Bc@RK@_AQWCEBCFAPBDOKSGY?YFa@Tw@TQCu@Q]?gAG_@Bg@Ae@Dk@Kk@Di@GW@UFOLMVIBc@DEP?jAK|@ApABbBApC@bA?tAG~@EVK@q@GuADSBOHc@d@i@`@kAj@{@VS?UE][g@y@_@eAGIWF]TeA~@e@XMDI?MEKKM[O_Ae@uEA_@@a@R{AEUOKWCc@Bo@SWBGNUhAW|@_@pBK@w@Cm@E?A,9.72,5064,Afternoon Walk,0,0,FALSE,2,2020-12-13T22:44:13Z,2020-12-13T14:44:13Z,34.421183,-119.874111,(GMT-08:00) America/Los_Angeles,65.9,0,FALSE,Walk,4776366553,4776366553,-28800,everyone,102.6,NA,NA,NA,117,NA
